teams,hid,hypothesis,timestamp,uid,tid,balance,investment,p_initial,p_new,shares
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 08:09:41,M6N6C2DK,477,5.9990001,-5,.31400001,.29899999,7.21
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 08:13:01,4SM8OPKC,480,5.2919998,-5,.29899999,.28400001,7.0580001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 08:17:50,388MW6UL,495,24.556999,-24,.28400001,.22400001,32.136002
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 10:11:51,KBSQGAOR,565,56.702999,56,.22400001,.56,148.427
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 10:15:33,4SM8OPKC,569,5.0830002,-5,.56,.53200001,11.014
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 10:20:12,M6N6C2DK,580,10.763,-10,.53200001,.48199999,20.285
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 10:43:10,388MW6UL,585,34.556999,-34,.48199999,.34299999,57.734001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 11:53:54,0DJXJQ03,587,95,-5,.34299999,.32600001,7.513
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 12:27:17,VSNS90C6,612,54,-3,.32600001,.31600001,4.4200001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 17:08:45,AIPPUTFH,725,.046,2,.31600001,.32300001,2.9400001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 17:30:47,K4RY6M01,736,63,3,.32300001,.34299999,9.0129995
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 17:36:45,K4RY6M01,741,60,7,.34299999,.38699999,19.181999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 18:17:57,SGHP5NOH,748,5,5,.38699999,.40700001,8.2950001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 18:27:20,4SM8OPKC,763,.082999997,5,.40700001,.428,8.585
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 21:05:36,885QKCFS,785,15,-10,.428,.38699999,16.879999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 21:31:47,A80M330E,793,88,5,.38699999,.417,12.432
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 21:40:29,A80M330E,799,71,-1,.417,.41100001,2.414
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 22:34:59,LRPGBCL8,817,28.118,10,.41100001,.46700001,22.767
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 22:35:29,LRPGBCL8,818,18.118,-10,.46700001,.41100001,22.767
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 22:35:35,LRPGBCL8,819,28.118,-10,.41100001,.37200001,16.438
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 22:41:52,LRPGBCL8,825,24.504999,-10,.37200001,.33700001,15.488
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-03 23:12:33,388MW6UL,827,.55699998,34,.33700001,.47299999,57.021
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-04 10:55:53,0PA5AJZW,835,77,20,.47299999,.56900001,38.384998
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-04 15:42:56,ZFK1YIBJ,862,21.489,-10,.56900001,.51499999,21.819
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-05 22:19:09,8UMQ8DHM,917,83,-8,.51499999,.47499999,15.834
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 07:14:24,VK9IQ0M8,941,70,1,.47499999,.47999999,2.0940001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 08:03:23,XLW8525N,962,5,-5,.47999999,.45699999,9.4069996
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 08:23:41,4SM8OPKC,964,.082999997,5,.45699999,.47999999,9.4069996
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 08:24:11,RCO4BDT4,968,80,10,.47999999,.52999997,19.804001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 08:30:04,ZG3QR5WU,986,34,-10,.52999997,.479,20.181
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 09:30:02,LN19530Z,1054,75,-1,.479,.47499999,1.9119999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:27:11,XOSQ3HI9,1122,82.692001,20,.47499999,.56999999,38.294998
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:33:18,KBSQGAOR,1133,0,-58,.56999999,.23100001,148.427
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:44:06,ZQXZ4M26,1143,100,20,.23100001,.37,67.242996
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:46:08,ZQXZ4M26,1151,80,30,.37,.53299999,66.516998
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:47:13,IT9KV39Y,1154,25,10,.53299999,.57800001,17.993
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:58:21,XOSQ3HI9,1169,.28299999,-20,.57800001,.48300001,38.296001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:40:26,F6ZXD1UJ,1268,93,1,.48300001,.48800001,2.0599999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:41:15,F6ZXD1UJ,1271,90,1,.48800001,.493,2.039
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:42:54,F6ZXD1UJ,1278,72,5,.493,.51800001,9.8929996
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:46:57,F6ZXD1UJ,1287,57,10,.51800001,.56400001,18.492001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:50:02,F6ZXD1UJ,1308,9,3,.56400001,.57700002,5.2620001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:55:16,X1BQVVDM,1315,80,10,.57700002,.61699998,16.756001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:01:47,ZYP9XYEN,1317,100,25,.61699998,.70200002,37.874001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:06:59,388MW6UL,1326,20.362,-20,.70200002,.574,55.500999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:22:50,X1BQVVDM,1348,40,10,.574,.61500001,16.813
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:25:53,83IXFCIX,1351,30,-15,.61500001,.52899998,35.084
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:26:09,X1BQVVDM,1353,30,10,.52899998,.574,18.125
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:48:48,G5V0GGP4,1376,5.5139999,5,.574,.597,9.4169998
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 15:43:09,X1BQVVDM,1394,30,10,.597,.63499999,16.228001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 15:53:51,K4RY6M01,1403,30,4,.63499999,.64999998,6.2259998
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 16:31:43,AIPPUTFH,1411,0,3,.64999998,.66900003,8.8109999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 17:06:57,69XEK8LQ,1468,44,-10,.66900003,.60600001,27.617001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 17:47:06,AIPPUTFH,1488,0,3,.60600001,.62400001,7.79
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 18:26:18,V1F8P236,1513,30,5,.62400001,.64200002,7.895
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 21:42:33,U93VJXEP,1539,99,-1,.64200002,.63599998,2.7720001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 21:45:40,U93VJXEP,1547,91,-2,.63599998,.62300003,5.402
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 01:38:21,99W5WBXT,1577,52.902,5,.62300003,.64200002,7.9029999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 01:42:59,99W5WBXT,1579,37.902,1,.64200002,.64499998,1.554
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 01:43:04,99W5WBXT,1580,36.902,1,.64499998,.64899999,1.545
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 01:43:10,99W5WBXT,1581,35.902,1,.64899999,.65200001,1.5369999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 02:12:00,VUX5MZZI,1614,96,-5,.65200001,.62099999,13.759
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 02:16:33,VUX5MZZI,1623,30,-5,.62099999,.58999997,12.675
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 04:36:33,V1F8P236,1629,.223,-5,.58999997,.56900001,8.8599997
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 08:20:18,388MW6UL,1638,.36199999,12,.56900001,.64099997,30.408001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 09:05:51,4SM8OPKC,1652,.082999997,5,.64099997,.67400002,14.611
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 13:00:34,33RVPAMN,1679,60,10,.67400002,.70499998,14.498
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 18:58:40,SGHP5NOH,1757,.57700002,14,.70499998,.77399999,35.748001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 19:09:18,99W5WBXT,1759,.90200001,-7,.77399999,.75700003,9.1440001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 19:11:50,99W5WBXT,1762,22.841999,-5,.75700003,.73299998,12.852
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 19:12:33,99W5WBXT,1764,17.962999,-5,.73299998,.69700003,17.559
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 19:16:42,99W5WBXT,1772,5.3759999,-5,.69700003,.66299999,15.64
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 19:27:13,R52UWQ99,1774,75,5,.66299999,.68000001,7.447
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 19:44:50,CN95SKJL,1790,32,10,.68000001,.70999998,14.389
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 20:19:21,CC5QAWVO,1793,100,-50,.70999998,.43099999,117.48
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 21:30:20,99W5WBXT,1799,.37599999,8,.43099999,.46700001,14.508
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 21:38:44,1INW3TK4,1806,4.9980001,4,.46700001,.48699999,8.3859997
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 21:54:32,388MW6UL,1807,.36199999,20,.48699999,.59500003,43.645
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 02:37:00,OICJDPWE,1825,6,-2,.59500003,.58399999,4.8720002
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 03:21:27,1INW3TK4,1828,.99800003,-59,.58399999,.32800001,105.316
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 03:23:28,1INW3TK4,1829,.463,59,.32800001,.58399999,105.316
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 09:37:31,CN95SKJL,1842,22,10,.58399999,.62300003,16.569
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 12:05:35,K4RY6M01,1852,.51999998,-4,.62300003,.60799998,6.4980001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 12:05:47,K4RY6M01,1853,4.52,-4,.60799998,.59200001,6.6680002
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 15:56:16,SGHP5NOH,1861,.35299999,-8,.59200001,.55400002,15.369
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 15:56:33,SGHP5NOH,1863,2.671,3,.55400002,.57099998,6.7690001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 17:27:45,8LCYG10D,1884,100,25,.57099998,.66600001,40.379002
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 18:26:03,99W5WBXT,1904,8.4720001,-3,.66600001,.64600003,8.7220001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 19:59:50,W3QQGBED,1914,100,5,.64600003,.66299999,7.6360002
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 20:02:48,W3QQGBED,1919,80,10,.66299999,.69499999,14.715
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 02:31:37,05Q690PJ,1939,90,10,.69499999,.72399998,14.083
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 02:45:32,05Q690PJ,1950,17.999001,17,.72399998,.76800001,22.777
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 07:03:41,V1F8P236,1952,5.3930001,5,.76800001,.77999997,7.131
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 11:58:23,VSNS90C6,1974,5,-4,.77999997,.74900001,17.016001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 12:00:03,VSNS90C6,1976,1,-1,.74900001,.74199998,3.9319999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 12:02:12,VSNS90C6,1983,5,-5,.74199998,.70599997,18.122999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 12:33:35,05Q690PJ,1996,1,1,.70599997,.70899999,1.414
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 15:06:22,RCO4BDT4,2014,9.4799995,9,.70899999,.73400003,12.477
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 19:02:56,99W5WBXT,2035,5.4720001,3,.73400003,.75599998,11.767
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 19:04:48,99W5WBXT,2042,6.3200002,-3,.75599998,.73400003,11.767
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 20:46:34,05Q690PJ,2052,11,11,.73400003,.76099998,14.71
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 20:47:22,05Q690PJ,2053,0,-5,.76099998,.74900001,6.619
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 21:13:19,99W5WBXT,2058,5.1160002,-1,.74900001,.74199998,3.9300001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 04:38:54,1INW3TK4,2069,.472,-78,.74199998,.419,138.356
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 04:41:42,1INW3TK4,2070,.25,78,.419,.74199998,138.356
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 09:33:36,GB2NG08J,2085,60,10,.74199998,.76599997,13.258
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 19:14:41,P6AOX4VW,2119,60,-10,.76599997,.69300002,37.168999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 19:16:08,P6AOX4VW,2120,50,10,.69300002,.76599997,37.168999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 19:28:08,P6AOX4VW,2122,30,-10,.76599997,.69300002,37.168999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 19:28:28,P6AOX4VW,2123,20,-10,.69300002,.62699997,29.497
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 20:02:25,99W5WBXT,2147,1.1160001,-1,.62699997,.62099999,2.6619999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 20:28:03,99W5WBXT,2163,3.1159999,-1,.62099999,.61500001,2.619
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 20:28:13,99W5WBXT,2164,2.1159999,-1,.61500001,.60900003,2.5769999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 23:38:10,05Q690PJ,2169,0,-7,.60900003,.58099997,11.769
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 23:43:43,05Q690PJ,2176,5,5,.58099997,.60100001,8.4630003
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 23:47:24,05Q690PJ,2179,5,5,.60100001,.62,8.1859999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 12:57:34,P6AOX4VW,2227,1.016,10,.62,.68900001,30.197001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 13:33:26,V1F8P236,2249,.92400002,-2,.68900001,.68199998,2.918
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 17:46:38,AOAUJA04,2302,42,-1,.68199998,.676,3.1140001
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 17:47:12,AOAUJA04,2303,41,5,.676,.69499999,8.9230003
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 18:00:52,YMC8I53A,2313,30,10,.69499999,.72399998,14.096
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 19:31:18,99W5WBXT,2322,4.1789999,-2,.72399998,.70899999,7.059
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 19:34:05,99W5WBXT,2326,1.868,-1,.70899999,.70200002,3.401
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 20:45:09,Q22T213X,2335,40,10,.70200002,.73100001,13.953
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 22:13:34,P6AOX4VW,2384,1.001,3,.73100001,.75700003,14.024
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 07:28:09,1INW3TK4,2400,.99800003,-80,.75700003,.428,143.04601
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 07:29:15,1INW3TK4,2403,.78399998,80,.428,.75700003,143.04601
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 11:13:14,UI5OSPP3,2411,99,1,.75700003,.75999999,1.318
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 11:14:27,UI5OSPP3,2414,96,-1,.75999999,.75700003,1.319
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 11:49:06,UI5OSPP3,2421,82,10,.75700003,.78100002,13.003
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 12:32:04,VSNS90C6,2424,2,-2,.78100002,.76499999,8.8039999
Team Members,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 15:33:28,05Q690PJ,2439,0,-5,.76499999,.75300002,6.5869999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:06:03,AIPPUTFH,49,23,-10,.5,.45199999,19.09
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:06:14,F3SUBJWJ,50,50,-30,.45199999,.33500001,49.403999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:09:53,F3SUBJWJ,57,20,-10,.33500001,.303,14.686
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:38:24,XLIF9C38,119,10,-5,.303,.28799999,7.1009998
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 17:26:12,XLIF9C38,172,0,5,.28799999,.303,7.1009998
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:20:35,CYVH9I2G,208,31,-5,.303,.28799999,7.1009998
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:25:47,G5V0GGP4,220,80,-5,.28799999,.27399999,6.9580002
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:38:57,G5V0GGP4,253,51.514,-5,.27399999,.26100001,6.8280001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 19:28:36,LP4CNHKP,295,15,-15,.26100001,.22499999,19.802999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 19:34:59,ZFK1YIBJ,299,30,10,.22499999,.29800001,38.398998
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 20:20:09,G5V0GGP4,308,46.514,-5,.29800001,.28400001,7.0539999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 20:22:15,AIPPUTFH,312,0,2,.28400001,.28999999,2.8039999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 20:26:01,2CR35P08,319,100,50,.28999999,.56900001,117.553
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 20:56:08,AIPPUTFH,341,1,-1,.56900001,.56300002,2.306
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 20:56:41,AIPPUTFH,342,0,1,.56300002,.56900001,2.306
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 23:18:51,VT6XJXXN,381,40,-10,.56900001,.51499999,21.841
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 07:02:31,4SM8OPKC,422,60,5,.51499999,.53899997,9.4910002
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 07:11:05,RCO4BDT4,436,98,1,.53899997,.54299998,1.849
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 07:11:51,RCO4BDT4,440,96,-2,.54299998,.53299999,4.0040002
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 07:36:38,4SM8OPKC,459,4.711,-5,.53299999,.509,9.5950003
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 07:36:47,4SM8OPKC,460,9.6090002,-5,.509,.484,9.9390001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 08:09:02,8TN3JNWP,474,20,-20,.484,.39700001,35.730999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 08:12:54,4SM8OPKC,479,10.292,-5,.39700001,.377,8.1560001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 08:20:57,8TN3JNWP,503,40,-30,.377,.28,44.588001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 11:54:09,0DJXJQ03,588,90,5,.28,.315,16.841
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 12:21:30,VSNS90C6,606,87,-10,.315,.285,14.276
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:55:42,AIPPUTFH,619,0,1,.285,.28799999,1.401
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:05:54,TEPVJ3NH,710,100,100,.28799999,.73799998,194.23199
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:26:16,K4RY6M01,734,67,-3,.73799998,.71600002,10.993
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 18:19:55,SGHP5NOH,756,10,-10,.71600002,.648,31.514999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 21:03:41,885QKCFS,778,77,-1,.648,.64200002,2.8150001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 21:04:27,885QKCFS,781,68,-9,.64200002,.58600003,23.325001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 21:42:24,SYECG1J5,801,55,-15,.58600003,.505,33.015999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 21:48:49,A80M330E,807,62,-5,.505,.47999999,9.849
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 15:28:30,ZFK1YIBJ,860,24.877001,-16,.47999999,.38600001,38.397999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 17:23:10,A80M330E,873,39.957001,-10,.38600001,.34900001,15.812
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 18:28:46,0DJXJQ03,878,45.924999,5,.34900001,.38100001,13.696
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 18:29:19,0DJXJQ03,879,40.924999,5,.38100001,.41100001,12.624
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-05 22:19:23,8UMQ8DHM,918,75,-4,.41100001,.39500001,6.7020001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-05 22:23:18,8UMQ8DHM,930,4.0009999,-2,.39500001,.38699999,3.2850001
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 07:14:50,VK9IQ0M8,943,79,1,.38699999,.39300001,2.562
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 08:02:41,XLW8525N,958,40,-10,.39300001,.35600001,15.988
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 08:24:19,RCO4BDT4,970,70,-10,.35600001,.322,15.126
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 08:28:00,ZG3QR5WU,982,54,10,.322,.38699999,28.257999
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 08:38:47,V1F8P236,1003,75,15,.38699999,.472,34.969002
Team Members,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 09:30:12,LN19530Z,1055,74,5,.472,.498,10.311
