teams,uid,hid,hypothesis,shares
Non-Team,R3Z3KKN9,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-16.506001
Non-Team,R3Z3KKN9,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",10.054
Non-Team,R3Z3KKN9,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-25.750999
Non-Team,R3Z3KKN9,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-54.909
Non-Team,RA4XN3BC,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",11.704
Non-Team,RA4XN3BC,2,"Positive Effect of Gains in VMPFC, Equal Range Group",12.606
Non-Team,RA4XN3BC,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",11.656
Non-Team,RA4XN3BC,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",11.779
Non-Team,RA4XN3BC,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",13.436
Non-Team,RA4XN3BC,6,"Negative Effect of Losses in VMPFC, Equal Range Group",14.181
Non-Team,RA4XN3BC,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-15.752
Non-Team,RA4XN3BC,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-39.259998
Non-Team,RA4XN3BC,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-10.986
Non-Team,RC9HJDLY,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Non-Team,RC9HJDLY,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,RC9HJDLY,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Non-Team,RC9HJDLY,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,RC9HJDLY,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,RC9HJDLY,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,RC9HJDLY,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,RC9HJDLY,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,RC9HJDLY,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Non-Team,RG8NXWOZ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",23.785
Non-Team,RG8NXWOZ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",14.733
Non-Team,RG8NXWOZ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",20.278
Non-Team,RG8NXWOZ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",21.861
Non-Team,RG8NXWOZ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",10.239
Non-Team,RG8NXWOZ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",7.5409999
Non-Team,RG8NXWOZ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-.093000002
Non-Team,RG8NXWOZ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-6.8600001
Non-Team,RG8NXWOZ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-13.991
Non-Team,S32PZ1TC,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",25.948999
Non-Team,S32PZ1TC,2,"Positive Effect of Gains in VMPFC, Equal Range Group",11.777
Non-Team,S32PZ1TC,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",10.545
Non-Team,S32PZ1TC,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",10.645
Non-Team,S32PZ1TC,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-38.181
Non-Team,S32PZ1TC,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-31.447001
Non-Team,S32PZ1TC,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-25.181999
Non-Team,S32PZ1TC,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-39.408001
Non-Team,S32PZ1TC,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-15.257
Non-Team,SKW3DNG0,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Non-Team,SKW3DNG0,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,SKW3DNG0,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",27.506001
Non-Team,SKW3DNG0,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",72.929001
Non-Team,SKW3DNG0,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,SKW3DNG0,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,SKW3DNG0,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,SKW3DNG0,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,SKW3DNG0,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Non-Team,TDPUSV0F,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Non-Team,TDPUSV0F,2,"Positive Effect of Gains in VMPFC, Equal Range Group",54.348
Non-Team,TDPUSV0F,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Non-Team,TDPUSV0F,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,TDPUSV0F,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,TDPUSV0F,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,TDPUSV0F,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,TDPUSV0F,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,TDPUSV0F,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",97.419998
Non-Team,TL46PFWK,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",22.410999
Non-Team,TL46PFWK,2,"Positive Effect of Gains in VMPFC, Equal Range Group",23.343
Non-Team,TL46PFWK,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",20.148001
Non-Team,TL46PFWK,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",21.506001
Non-Team,TL46PFWK,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",4.8109999
Non-Team,TL46PFWK,6,"Negative Effect of Losses in VMPFC, Equal Range Group",4.335
Non-Team,TL46PFWK,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",4.9229999
Non-Team,TL46PFWK,8,"Positive Effect of Losses in Amygdala, Equal Range Group",4.8990002
Non-Team,TL46PFWK,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",22.268999
Non-Team,TM41ZSHI,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",17.648001
Non-Team,TM41ZSHI,2,"Positive Effect of Gains in VMPFC, Equal Range Group",17.679001
Non-Team,TM41ZSHI,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",16.437
Non-Team,TM41ZSHI,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",19.339001
Non-Team,TM41ZSHI,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",20.247999
Non-Team,TM41ZSHI,6,"Negative Effect of Losses in VMPFC, Equal Range Group",17.617001
Non-Team,TM41ZSHI,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,TM41ZSHI,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-18.809999
Non-Team,TM41ZSHI,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-12.207
Non-Team,TM62SE1G,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",29.882999
Non-Team,TM62SE1G,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,TM62SE1G,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",22.507999
Non-Team,TM62SE1G,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",22.379
Non-Team,TM62SE1G,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,TM62SE1G,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-81.514
Non-Team,TM62SE1G,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,TM62SE1G,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,TM62SE1G,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",11.118
Non-Team,U9Y24MA0,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Non-Team,U9Y24MA0,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,U9Y24MA0,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Non-Team,U9Y24MA0,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,U9Y24MA0,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,U9Y24MA0,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,U9Y24MA0,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,U9Y24MA0,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,U9Y24MA0,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Non-Team,UAA2SLBL,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",23.707001
Non-Team,UAA2SLBL,2,"Positive Effect of Gains in VMPFC, Equal Range Group",16.386999
Non-Team,UAA2SLBL,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",49.379002
Non-Team,UAA2SLBL,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",60.578999
Non-Team,UAA2SLBL,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,UAA2SLBL,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,UAA2SLBL,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,UAA2SLBL,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-1.99
Non-Team,UAA2SLBL,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-8.2919998
Non-Team,UG9MPR9Z,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-29.922001
Non-Team,UG9MPR9Z,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-23.184999
Non-Team,UG9MPR9Z,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Non-Team,UG9MPR9Z,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,UG9MPR9Z,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,UG9MPR9Z,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-16.802999
Non-Team,UG9MPR9Z,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",32.523998
Non-Team,UG9MPR9Z,8,"Positive Effect of Losses in Amygdala, Equal Range Group",30.330999
Non-Team,UG9MPR9Z,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",32.432999
Non-Team,UHD180K9,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",34.509998
Non-Team,UHD180K9,2,"Positive Effect of Gains in VMPFC, Equal Range Group",31.049
Non-Team,UHD180K9,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",17.721001
Non-Team,UHD180K9,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",13.001
Non-Team,UHD180K9,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-26.483999
Non-Team,UHD180K9,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-11.104
Non-Team,UHD180K9,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",6.0250001
Non-Team,UHD180K9,8,"Positive Effect of Losses in Amygdala, Equal Range Group",13.278
Non-Team,UHD180K9,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-8.4969997
Non-Team,URUAQGH3,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",30.898001
Non-Team,URUAQGH3,2,"Positive Effect of Gains in VMPFC, Equal Range Group",25.667
Non-Team,URUAQGH3,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",21.919001
Non-Team,URUAQGH3,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",21.725
Non-Team,URUAQGH3,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,URUAQGH3,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,URUAQGH3,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,URUAQGH3,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,URUAQGH3,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",48.659
Non-Team,V0JJDTMJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",23.870001
Non-Team,V0JJDTMJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,V0JJDTMJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",20.256001
Non-Team,V0JJDTMJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,V0JJDTMJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,V0JJDTMJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,V0JJDTMJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,V0JJDTMJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,V0JJDTMJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-88.181
Non-Team,VEH4PKX3,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",11.781
Non-Team,VEH4PKX3,2,"Positive Effect of Gains in VMPFC, Equal Range Group",12.087
Non-Team,VEH4PKX3,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",20.917
Non-Team,VEH4PKX3,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",22.128
Non-Team,VEH4PKX3,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",9.4119997
Non-Team,VEH4PKX3,6,"Negative Effect of Losses in VMPFC, Equal Range Group",10.636
Non-Team,VEH4PKX3,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",13.214
Non-Team,VEH4PKX3,8,"Positive Effect of Losses in Amygdala, Equal Range Group",12.39
Non-Team,VEH4PKX3,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",16.875999
Non-Team,VV2LJBKR,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",11.221
Non-Team,VV2LJBKR,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-38.897999
Non-Team,VV2LJBKR,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-65.219002
Non-Team,VV2LJBKR,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-67.752998
Non-Team,VV2LJBKR,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",18.683001
Non-Team,VV2LJBKR,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-25.436001
Non-Team,VV2LJBKR,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-23.704
Non-Team,VV2LJBKR,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-22.358999
Non-Team,VV2LJBKR,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-21.212
Non-Team,WASM5XE4,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",5.487
Non-Team,WASM5XE4,2,"Positive Effect of Gains in VMPFC, Equal Range Group",5.8569999
Non-Team,WASM5XE4,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",5.5960002
Non-Team,WASM5XE4,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",5.566
Non-Team,WASM5XE4,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,WASM5XE4,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,WASM5XE4,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,WASM5XE4,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,WASM5XE4,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",18.056
Non-Team,WFKSIG5N,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",44.057999
Non-Team,WFKSIG5N,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,WFKSIG5N,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Non-Team,WFKSIG5N,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,WFKSIG5N,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,WFKSIG5N,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,WFKSIG5N,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,WFKSIG5N,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,WFKSIG5N,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-84.772003
Non-Team,WLT6VQ1M,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Non-Team,WLT6VQ1M,2,"Positive Effect of Gains in VMPFC, Equal Range Group",21.384001
Non-Team,WLT6VQ1M,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",24.614
Non-Team,WLT6VQ1M,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,WLT6VQ1M,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",14.434
Non-Team,WLT6VQ1M,6,"Negative Effect of Losses in VMPFC, Equal Range Group",30.613001
Non-Team,WLT6VQ1M,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-27.972
Non-Team,WLT6VQ1M,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-31.844
Non-Team,WLT6VQ1M,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-15.606
Non-Team,WP5DYPCV,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-74.424004
Non-Team,WP5DYPCV,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-73.253998
Non-Team,WP5DYPCV,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-146.994
Non-Team,WP5DYPCV,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-83.232002
Non-Team,WP5DYPCV,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",30.579
Non-Team,WP5DYPCV,6,"Negative Effect of Losses in VMPFC, Equal Range Group",49.851002
Non-Team,WP5DYPCV,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,WP5DYPCV,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,WP5DYPCV,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Non-Team,XKQGDLEU,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-34.070999
Non-Team,XKQGDLEU,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-34.111
Non-Team,XKQGDLEU,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-106.84
Non-Team,XKQGDLEU,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-62.652
Non-Team,XKQGDLEU,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-4.0749998
Non-Team,XKQGDLEU,6,"Negative Effect of Losses in VMPFC, Equal Range Group",4.2789998
Non-Team,XKQGDLEU,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",5.5089998
Non-Team,XKQGDLEU,8,"Positive Effect of Losses in Amygdala, Equal Range Group",4.9380002
Non-Team,XKQGDLEU,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-7.1409998
Non-Team,Y8W2S5P6,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",23.752001
Non-Team,Y8W2S5P6,2,"Positive Effect of Gains in VMPFC, Equal Range Group",.003
Non-Team,Y8W2S5P6,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",.0040000002
Non-Team,Y8W2S5P6,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,Y8W2S5P6,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-16.385
Non-Team,Y8W2S5P6,6,"Negative Effect of Losses in VMPFC, Equal Range Group",16.683001
Non-Team,Y8W2S5P6,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,Y8W2S5P6,8,"Positive Effect of Losses in Amygdala, Equal Range Group",12.907
Non-Team,Y8W2S5P6,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-.001
Non-Team,YVTGZDZ2,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Non-Team,YVTGZDZ2,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,YVTGZDZ2,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Non-Team,YVTGZDZ2,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,YVTGZDZ2,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,YVTGZDZ2,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,YVTGZDZ2,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,YVTGZDZ2,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Non-Team,YVTGZDZ2,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Non-Team,Z92KUH4F,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-59.071999
Non-Team,Z92KUH4F,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-17.459
Non-Team,Z92KUH4F,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",28.93
Non-Team,Z92KUH4F,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",28.926001
Non-Team,Z92KUH4F,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-37.891998
Non-Team,Z92KUH4F,6,"Negative Effect of Losses in VMPFC, Equal Range Group",18.733999
Non-Team,Z92KUH4F,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",18.421
Non-Team,Z92KUH4F,8,"Positive Effect of Losses in Amygdala, Equal Range Group",.079000004
Non-Team,Z92KUH4F,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-42.500999
Non-Team,ZBKIBDAL,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-105.588
Non-Team,ZBKIBDAL,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-93.878998
Non-Team,ZBKIBDAL,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Non-Team,ZBKIBDAL,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Non-Team,ZBKIBDAL,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,ZBKIBDAL,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,ZBKIBDAL,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",26.886999
Non-Team,ZBKIBDAL,8,"Positive Effect of Losses in Amygdala, Equal Range Group",27.312
Non-Team,ZBKIBDAL,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",53.747002
Non-Team,ZEMG9K2L,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",22.384001
Non-Team,ZEMG9K2L,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Non-Team,ZEMG9K2L,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",32.796001
Non-Team,ZEMG9K2L,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",21.677999
Non-Team,ZEMG9K2L,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Non-Team,ZEMG9K2L,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Non-Team,ZEMG9K2L,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Non-Team,ZEMG9K2L,8,"Positive Effect of Losses in Amygdala, Equal Range Group",31.924999
Non-Team,ZEMG9K2L,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-17.681999
Non-Team,ZIAKNSK8,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-10.314
Non-Team,ZIAKNSK8,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-47.827
Non-Team,ZIAKNSK8,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-44.166
Non-Team,ZIAKNSK8,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-42.285
Non-Team,ZIAKNSK8,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",24.412001
Non-Team,ZIAKNSK8,6,"Negative Effect of Losses in VMPFC, Equal Range Group",23.063
Non-Team,ZIAKNSK8,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-67.949997
Non-Team,ZIAKNSK8,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-52.59
Non-Team,ZIAKNSK8,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-48.122002
Team Members,05Q690PJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",10.708
Team Members,05Q690PJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",44.658001
Team Members,05Q690PJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-27.01
Team Members,05Q690PJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",7.5349998
Team Members,05Q690PJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",3.9460001
Team Members,05Q690PJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",26.709999
Team Members,05Q690PJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-2.2520001
Team Members,05Q690PJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-.65899998
Team Members,05Q690PJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-31.261999
Team Members,0DJXJQ03,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-42.776001
Team Members,0DJXJQ03,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-7.513
Team Members,0DJXJQ03,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",43.160999
Team Members,0DJXJQ03,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",29.051001
Team Members,0DJXJQ03,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",10.308
Team Members,0DJXJQ03,6,"Negative Effect of Losses in VMPFC, Equal Range Group",25.263
Team Members,0DJXJQ03,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",47.523998
Team Members,0DJXJQ03,8,"Positive Effect of Losses in Amygdala, Equal Range Group",19.377001
Team Members,0DJXJQ03,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-14.077
Team Members,0PA5AJZW,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",45.422001
Team Members,0PA5AJZW,2,"Positive Effect of Gains in VMPFC, Equal Range Group",38.384998
Team Members,0PA5AJZW,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,0PA5AJZW,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",56.542999
Team Members,0PA5AJZW,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",12.106
Team Members,0PA5AJZW,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-22.775
